,artist_name,popularity,track_id,track_name,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1670,Nikolauss,13,6PMRnNrA5tKsJdX5zeMNSM,Élivágar - Mixed,spotify:artist:1JIkYqcBd6oK502lNnLeid,0.00357,0.403,216410,0.991,0.916,8,0.212,-10.201,1,0.0636,140.59,4,0.152
1671,Justin Bieber,76,41L3O37CECZt3N7ziG2z7l,Yummy,spotify:artist:1uNFoZAHBGtllmzznpCI3s,0.366,0.687,210427,0.514,0.0,9,0.116,-6.612,0,0.0897,145.921,4,0.494
1672,Paul Denton,15,4SI4DN7fb9SyokKAx1rNBj,Fluidity - Mixed,spotify:artist:2fKsd61swALXCOUa8q89U2,0.000186,0.466,245249,0.995,0.955,1,0.337,-7.282,1,0.0488,140.879,4,0.584
1673,Rico Nasty,67,0Hb2KGmwZez23POGBw2Xc2,Pussy Poppin,spotify:artist:2OaHYHb2XcFPvqL3VsyPzU,0.163,0.936,116211,0.82,0.0,9,0.0707,-2.554,1,0.325,94.991,4,0.896
1674,The Creeps,10,7A2VBS6rjAu4Xg7LNc3mVE,Falling Apart,spotify:artist:2JcxHOkkkQhwOnX6OO7hKi,3.87e-06,0.28,153427,0.852,0.845,11,0.295,-5.666,1,0.0516,179.938,4,0.473
1675,Baby Keem,67,02iYJG3KLBJODa5JkQ4O6y,hooligan,spotify:artist:5SXuuuRpukkTvsLuUknva1,0.198,0.77,156774,0.636,2.92e-06,10,0.115,-7.636,0,0.0901,93.032,3,0.414
1676,Philippe El Sisi,13,2s4j2HKdpUWjzPJpmWj3G7,Demolition - Mixed,spotify:artist:35rhhznRPZslF98hw6EaMb,0.00017,0.419,319971,0.989,0.907,10,0.498,-6.75,0,0.0551,140.311,4,0.0985
1677,Ty Dolla $ign,73,3Q5cLvkKsHJvYltf8k7HkO,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,0.0573,0.818,231618,0.598,1.32e-06,10,0.634,-5.948,0,0.113,111.052,4,0.331
1678,White Noise Baby Sleep Music,5,0B3u8uGCtDNqNaksqFHpku,Feel the Rhythm of and Yet More Pink Soft Compositions for the New Year,spotify:artist:6N8XGdHPHPjyTm4O5lQQ5t,0.903,0.309,44000,0.245,0.529,8,0.111,-25.015,1,0.0533,85.068,4,0.0322
1679,Miley Cyrus,70,1Tip6R4swhC7E6hgILBjrE,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),spotify:artist:5YGY8feqx7naU7z4HrwZM6,0.0291,0.681,220636,0.737,7.16e-06,4,0.0856,-5.246,0,0.0384,109.95,4,0.278
1680,Workout Music ,11,1uwMqRi0OJaW5ttbHigZxY,Truth Hurts (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.000697,0.826,257853,0.776,5.98e-05,0,0.0414,-4.177,1,0.0544,128.006,4,0.808
1681,BLACKPINK,73,7iAgNZdotu40NwtoIWJHFe,Bet You Wanna (feat. Cardi B),spotify:artist:41MozSoPIsD1dJM0CLPjZF,0.00386,0.665,159173,0.674,0.0,7,0.0734,-5.188,1,0.161,111.516,4,0.702
1682,Workout Music ,12,4PuHzntmfWwlmT5FOaLPxO,Good as Hell (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.00818,0.728,270080,0.802,0.0,5,0.0637,-1.331,0,0.0468,127.968,4,0.928
1683,Maluma,80,19OXtYzrJyCrQvTbfukt4H,Madrid (feat. Myke Towers),spotify:artist:1r4hJ1h58CWwUQe3MxPuau,0.239,0.764,198570,0.741,0.0,9,0.107,-3.617,1,0.101,170.081,4,0.802
1684,Workout Music ,12,487ySw9mtgAoCrcuA7T0cn,Lover (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.00107,0.559,275075,0.705,0.207,7,0.0348,-4.54,1,0.0347,129.988,4,0.779
1685,Daddy Yankee,76,7AUhck1sPy11OExQmDDx4P,De Vuelta Pa' La Vuelta,spotify:artist:4VMYDCV2IEDYJArk749S6m,0.434,0.665,231593,0.94,0.0,5,0.0914,-3.606,1,0.0553,93.725,4,0.752
1686,Workout Music ,11,2Yrf2hhL6MDWNFCExPilWb,Lose You to Love Me (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.000362,0.617,257013,0.883,0.49,1,0.0902,-4.536,0,0.0304,126.966,4,0.947
1687,Eminem,71,1oHXeD1gQQCQUYHeHp2HMU,Discombobulated,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,0.049,0.714,252579,0.763,0.0,2,0.129,-3.275,1,0.259,84.873,4,0.527
1688,Workout Music ,13,3O1lskEk6MF8bEQ76Q7Cmv,Beautiful People (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.0654,0.533,287987,0.879,0.0,5,0.0147,-3.736,1,0.0492,129.943,4,0.398
1689,Khalid,71,18O00Y7yrkJ0pRXm1n21Og,Eleven (feat. Summer Walker),spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.133,0.679,206080,0.408,0.00455,4,0.23,-9.754,0,0.0882,129.079,4,0.151
1690,Chinese New Year Collective,12,6M0iv5Jn1DneNocNccDpNn,Chinese New Year Song 2020,spotify:artist:3t6UQvy19Zv6WEgeaXdbMp,0.879,0.115,324999,0.0137,0.941,4,0.112,-30.06,0,0.0431,94.106,1,0.0522
1691,October,4,1g6Zm6BiN3WktHGzu0ZKAh,A Good Year - 2020 Remastered,spotify:artist:1AkzuxRsDDcPQURcUARdlq,0.981,0.52,226603,0.198,0.909,1,0.102,-23.823,1,0.0483,123.976,3,0.272
1692,Bad Bunny,72,2n7ohqg1s68ToAHh4u9mcW,Vete,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0363,0.886,192024,0.672,8.78e-06,1,0.101,-4.394,1,0.188,91.976,4,0.526
1693,BytheBy,6,4dXvfJkWDzLDuBB8s7lNwb,Happy New Year - 2020 Edit,spotify:artist:3YpYfz5e6d77cG2vGL1vKb,0.231,0.69,194671,0.42,0.0,1,0.309,-11.047,0,0.0664,79.993,4,0.585
1694,Phoebe Bridgers,68,5uQRmdIqyMmKPWJcot4UmV,Garden Song,spotify:artist:1r1uxoy19fzMxunt3ONAkG,0.864,0.528,219682,0.273,0.00617,0,0.111,-16.623,1,0.132,98.311,4,0.158
1695,Eskova,8,4GAbY79M8dqiSUNwkQTrst,Raindrops - Misha Sinal Remix,spotify:artist:7jxXit5wUQSTUgFX9OL8k7,0.000666,0.662,445724,0.939,0.889,8,0.0927,-4.681,0,0.0806,132.999,4,0.543
1696,PARTYNEXTDOOR,72,3LnJM1B5Mjgx5LfT9plXUU,LOYAL (feat. Drake),spotify:artist:2HPaUgqeutzr3jx5a9WyDV,0.517,0.866,197973,0.53,0.00159,0,0.0946,-6.347,0,0.0495,104.952,4,0.203
1697,A-mase,8,6X9D32oqs57q3FpuDAo4sL,Spring Breathing,spotify:artist:6CtFamY3hwFPNG44KCsRnh,0.00471,0.585,420000,0.921,0.927,6,0.0911,-7.209,0,0.0462,127.992,4,0.435
1698,Joji,70,6zvqq50PL7io0rprbkrYc9,Afterthought,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,0.398,0.668,194871,0.547,0.0766,1,0.0931,-8.024,1,0.0353,83.5,4,0.192
1699,Beyond West,19,2thSVtE8kWBNpja1qzVga3,2020: One Hell of a Year,spotify:artist:3xx8ghiGWkFe3Td6EYQr0B,0.528,0.277,263030,0.438,0.0,7,0.0838,-6.818,0,0.0409,87.296,1,0.218
1700,Machine Gun Kelly,69,69LvvkHnFFnX3d5eNObtMo,kiss kiss,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,0.000279,0.569,138097,0.85,0.0,1,0.337,-5.134,1,0.055,162.061,4,0.769
1701,DJ X-Change,5,7iqCw8dAglSWcXXne7RBlf,New Years Eve Ultimate Countdown 2020,spotify:artist:6ZFdIGUXMQXUTqeYqbwxFV,0.772,0.62,30250,0.475,0.0,0,0.508,-8.18,1,0.541,93.056,1,0.321
1702,Pink Sweat$,72,034KyQEk7IhbLtniVhBErj,17,spotify:artist:1W7FNibLa0O0b572tB2w7t,0.169,0.558,160737,0.364,9.94e-05,5,0.109,-8.663,1,0.0502,129.17,4,0.252
1703,Last Year's Man,12,2Nur2UzbP0TYyO0ZkvN2Rh,"Wild, Wild Heart",spotify:artist:56XJ4jcK8kaqy6jbJbGs2M,0.926,0.36,235013,0.289,0.00231,4,0.0938,-14.136,1,0.0472,179.807,4,0.193
1704,Rod Wave,65,3lIvm65ESTYtJ66VmIyJem,All Week,spotify:artist:45TgXXqMDdF8BkjA83OM7z,0.0678,0.446,170400,0.616,0.0,11,0.097,-10.036,1,0.122,83.163,4,0.596
1705,Markus Schulz,15,5OWS9pELchbKWoPxhYzG4V,Sunrise Over The Bay,spotify:artist:6OO0PboZcIWUWL7j2IyeoL,0.0282,0.484,213343,0.812,0.403,9,0.219,-9.111,0,0.0436,134.998,4,0.0348
1706,C2d,66,6r3Wa1lkJVEuc67aZhwO61,With My Hoe!,spotify:artist:2KewEocognk3bL1lQZe45G,0.0248,0.586,82516,0.538,0.00795,10,0.203,-7.819,1,0.0545,140.107,4,0.188
1707,Kasablanca,15,3CBIDsht7g8UtGs0mMyECo,Alive,spotify:artist:297Z0teiCkp5s9eneWROpI,0.0126,0.671,327945,0.848,0.83,1,0.117,-8.674,0,0.0468,124.015,4,0.0359
1708,Grupo Firme,74,7E9GeFGfjXw9LAI4ay6rsw,El Tóxico,spotify:artist:1dKdetem2xEmjgvyymzytS,0.407,0.626,179746,0.503,0.0,10,0.234,-5.087,1,0.141,72.985,4,0.821
1709,Alessandra Roncone,14,5kDvi7jEI0UN41FuJbNTNm,What Makes You Feel Alive,spotify:artist:7tGyfFJ7b1VYAeQISUoz6p,0.00188,0.46,282857,0.886,0.931,2,0.712,-6.908,0,0.0402,139.98,4,0.271
1710,NLE Choppa,69,44sYqNBttbXNxya33FJ3Dj,Camelot,spotify:artist:0ErzCpIMyLcjPiwT4elrtZ,0.0849,0.787,148759,0.713,0.0,7,0.717,-5.252,1,0.401,175.046,4,0.761
1711,Philippe El Sisi,13,04oQIIpBxEFcdtgmDXHO7f,The Phoenix (FSOE 650 Anthem),spotify:artist:35rhhznRPZslF98hw6EaMb,0.046,0.426,246857,0.984,0.571,7,0.582,-3.763,1,0.0831,140.078,4,0.139
1712,Eminem,70,086LXfSk4U5XEALardCE7k,These Demons (feat. MAJ),spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,0.0541,0.862,207320,0.789,0.0,1,0.282,-3.551,1,0.284,138.918,4,0.472
1713,Cosmic Gate,16,2cqlUKh3l6wi5DiZ67TGJI,Your Mind,spotify:artist:6ySxYu68zTsO5ghsThpGtS,0.00602,0.607,227893,0.861,0.0283,8,0.298,-6.629,0,0.0715,127.989,4,0.261
1714,Bad Bunny,75,3wYRLYuO1M88d8woWUIxct,Ignorantes,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.267,0.85,210607,0.536,3.89e-05,1,0.0996,-5.161,1,0.0599,96.029,4,0.505
1715,Armin van Buuren,13,44E9qKRt0YdOag5TGuYaPS,The Voice,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00166,0.287,214019,0.952,0.0625,7,0.358,-5.317,0,0.0651,137.991,3,0.0377
1716,ENHYPEN,76,69WpV0U7OMNFGyq8I63dcC,Given-Taken,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,0.17,0.631,183090,0.649,0.0,8,0.321,-4.939,0,0.0377,108.07,4,0.459
1717,Mark Sixma,16,7dG9HnvjhzMIRLSKSnyc4B,Never Forgotten,spotify:artist:3ePCIHipMKD4n8IBXBYWSm,0.0897,0.651,174844,0.918,0.416,4,0.213,-5.61,0,0.046,127.988,4,0.204
1718,R3HAB,70,5SspaMrPfWyRCS0GpjIxa6,Good Example (with Andy Grammer),spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,0.427,0.456,149053,0.496,0.0,1,0.134,-6.986,1,0.0743,90.552,4,0.45
1719,Protoculture,24,1pqYypFY22XexdaATKmLH0,Go,spotify:artist:37kQjANSQM1tmkTwvB5M96,0.00103,0.471,260952,0.954,0.812,4,0.114,-5.254,0,0.0394,125.978,3,0.231
1720,5 Seconds of Summer,72,2bjUEg4jBtKBlPdNrTAppI,Easier,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,0.476,0.562,158099,0.46,0.0,5,0.107,-4.173,1,0.259,176.055,4,0.623
1721,Robbie Seed,14,62QSiTIAjiG0wB8DOHeMag,My Remedy,spotify:artist:6jbM9dszTY66L2Q7E1U0ll,0.000324,0.543,232000,0.961,0.224,10,0.299,-5.901,1,0.0484,138.006,4,0.147
1722,Pop Smoke,72,42er1na9BHF1ERol51wg8M,Imperfections (Interlude),spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,0.907,0.774,108132,0.513,0.0,7,0.11,-5.024,1,0.0778,91.03,4,0.324
1723,Paul van Dyk,15,7tB2mQECS3hvVas6d2lYVw,Covered In Gold - PvD Club Mix,spotify:artist:7wU1naftD3lNq7rNsiDvOR,0.0716,0.266,233000,0.943,0.654,9,0.247,-7.152,1,0.0472,138.012,4,0.133
1724,Eyedress,69,5KbTBSGUvgDg75gIVhUaAW,Jealous,spotify:artist:3XxNRirzbjfLdDli06zMaB,0.00498,0.474,122339,0.91,0.859,9,0.476,-10.431,0,0.0462,93.01,4,0.745
1725,ARTY,15,6MO98EiRflmee2J89jRyLL,Who Am I,spotify:artist:1rSGNXhhYuWoq9BEz5DZGO,0.000692,0.485,258750,0.996,0.815,2,0.144,-3.272,1,0.0967,127.983,4,0.104
1726,Saweetie,69,5woaU1FNkqCwg6WzWiQPW5,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",spotify:artist:6cK3NBO6uP7hh0oyuVELFl,0.00647,0.948,253569,0.63,2.02e-05,1,0.0737,-7.011,1,0.219,100.032,4,0.425
1727,Jase Thirlwall,15,1x73vKkeYvEFoPcRpI8h9j,Drowning,spotify:artist:2mFhVrCr4wIMlOeoydAe2u,0.0219,0.493,197391,0.977,0.313,2,0.11,-6.86,1,0.147,137.951,4,0.135
1728,KYLE,67,2XeMW0BNHdAbXVRZ3C1D09,YES! (feat. Rich The Kid & K CAMP),spotify:artist:4qBgvVog0wzW75IQ48mU7v,0.0318,0.758,194347,0.666,0.00418,8,0.289,-8.088,1,0.14,162.083,4,0.701
1729,Davey Asprey,15,5rNNUTrNnUReaQDJ1wItYj,Oblivion,spotify:artist:7luLRXGBygBN8vUO8T9uHf,0.00196,0.45,260761,0.95,0.633,7,0.172,-6.081,1,0.061,138.018,4,0.0514
1730,Lil Peep,70,375l2qnEfCpeY6AaoFOsjb,cobain,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,0.0151,0.609,150160,0.661,0.0,10,0.077,-7.179,1,0.0417,141.981,4,0.435
1731,Ferry Corsten,15,2HCA4wzk7MINmw0oAIAGbk,Punk - Tom Staar Remix,spotify:artist:2ohlvFf9PBsDELdRstPtlP,0.00033,0.603,202957,0.982,0.938,7,0.117,-5.61,1,0.0891,126.008,4,0.0379
1732,Ferry Corsten,15,7hnkDa0e28TAhu9GisI7oJ,Mo Chara,spotify:artist:2ohlvFf9PBsDELdRstPtlP,0.000515,0.416,268828,0.962,0.861,1,0.093,-6.307,0,0.039,136.009,4,0.187
1733,Shawn Mendes,76,5LZtB6nxvjIhUoElp3Zqk0,Teach Me How To Love,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,0.0505,0.592,202357,0.885,2.38e-06,9,0.0843,-4.944,0,0.0807,98.991,4,0.731
1734,Matt Fax,15,3OFhpb5CPSY8RHnz0DQHKK,Could This Be,spotify:artist:1XgI1X3xjXCKRP1ZjhqgkV,0.023,0.475,229125,0.929,0.658,8,0.396,-7.163,0,0.038,122.992,4,0.379
1735,Flipp Dinero,69,3TFO78JhsoNbQUrfKfGdIo,No No No (feat. A Boogie Wit Da Hoodie),spotify:artist:2HUwZ0kumzCSlhFcjFZfpp,0.131,0.524,221224,0.511,0.0,7,0.082,-8.666,0,0.417,81.328,5,0.524
1736,Ciaran McAuley,15,6KLroS6l0dmMIC7vhejv5B,Our Journey (TFSFX Anthem),spotify:artist:4tTgD3KLaNlHg2nxAgGaRi,0.0071,0.375,180870,0.988,0.68,9,0.107,-6.927,1,0.0499,137.99,4,0.113
1737,Dan + Shay,68,72HP2M4jjw4t0AIGdEVGEF,Take Me Home For Christmas,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,0.163,0.694,203880,0.769,0.0,6,0.0976,-4.665,1,0.0325,93.033,4,0.663
1738,English Languagecast,6,6XZMbNo7U3cHmiwsQRdySD,The Year 2020 Changed Everything in My Life,spotify:artist:7F01fHeKZeLTyEfUclYY58,0.572,0.731,32373,0.173,0.0,5,0.124,-12.97,0,0.872,90.527,3,0.39
1739,DDG,66,0Ho6FZYMzklqIlRaa9LRR3,Moonwalking in Calabasas - YG Remix,spotify:artist:0WK3H9OErSn5zKOkOV5egm,0.05,0.9,182490,0.498,0.0,11,0.125,-6.494,0,0.0725,130.088,4,0.739
1740,PKCZ(R),33,6HT6F5ObwdIzdk6CS54QLk,CHAIN BREAKER,spotify:artist:1Pzt7WyaiqfngZpWFA5Lts,0.0169,0.558,327507,0.847,0.0,10,0.369,-3.959,0,0.113,127.899,4,0.626
1741,Tame Impala,71,6RZmhpvukfyeSURhf4kZ0d,Is It True,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.00307,0.731,239267,0.664,0.35,0,0.133,-5.474,1,0.0302,118.018,4,0.661
1742,Gym Workout DJ Team,21,5JBNaA1vLL1r2BLU8mIx61,"Turn Me On (Dr. Love) - 132 Bpm, 32 Count Pro Edition",spotify:artist:03Kgvh6NwIZHA8M3MKRTyg,0.000283,0.635,198164,0.942,0.737,1,0.11,-5.689,1,0.0324,131.978,4,0.433
1743,YoungBoy Never Broke Again,64,2uEcc2UQrt9HFK2HRj9r2m,Around,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,0.0878,0.716,157513,0.63,0.0,10,0.127,-5.84,1,0.244,149.225,4,0.504
1744,Jam in the Van,2,4xIZ6qsVG12EjiGe1y00iz,"This Will be Our Year - Live session Los Angeles, CA, 2020",spotify:artist:1CUVxHzaFXiqedLmCt1pKa,0.379,0.58,118311,0.377,0.0,6,0.114,-8.72,1,0.0445,99.602,4,0.484
1745,Lil Baby,67,02RCbjb9czvQKNGBmEmWob,Woah,spotify:artist:5f7VJjfbwm532GiveGC0ZK,0.0177,0.883,183011,0.599,0.0,11,0.179,-5.551,1,0.248,142.976,4,0.413
1746,Armin van Buuren,8,2eVabt2JFRdIS3RhEpjiFI,A State Of Trance Year Mix 2020 - Intro: What Is Out There?,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00557,0.355,185500,0.327,1.46e-06,0,0.105,-16.562,1,0.166,84.492,3,0.217
1747,Sam Smith,74,2ZTYlnhhV1UAReg7wIGolx,To Die For,spotify:artist:2wY79sveU1sp5g7SokKOiI,0.832,0.483,193795,0.361,4.66e-06,0,0.098,-7.889,1,0.0738,171.649,4,0.307
1748,Hadley,2,77rjujjAkM17X6cTf4Owgc,2020,spotify:artist:7e06cVuXA9atJj6pWL46gV,0.0135,0.599,166195,0.375,0.0,1,0.558,-14.992,0,0.0594,129.126,4,0.427
1749,Hwa Sa,77,0ZeGfEAL5Rl4pd5LZBGuEK,Maria,spotify:artist:7bmYpVgQub656uNTu6qGNQ,0.238,0.658,199027,0.749,2.03e-06,9,0.272,-2.967,0,0.0634,128.909,4,0.442
1750,MXRGX,12,7gc9EjA4NxC6gnE73fW6xN,Fkn 2020,spotify:artist:6gbsXeoeYTUXGlYlxcKAMP,0.00406,0.651,117091,0.862,0.000293,5,0.286,-4.246,1,0.0852,164.861,4,0.544
1751,Machine Gun Kelly,69,1eTdTVIxLlhHwwA50vEzZa,nothing inside (feat. iann dior),spotify:artist:6TIYQ3jFPwQSRmorSezPxX,0.00047,0.561,172235,0.81,0.0,8,0.157,-4.754,0,0.0461,87.5,4,0.508
1752,Daisha McBride,4,6eUeb2ffg2i2p1Fqz2ogv1,2020 Interlude,spotify:artist:3gTb0Vm6wFbRFVTAhDTgId,0.289,0.778,122535,0.631,9.41e-06,6,0.101,-7.356,0,0.167,142.02,4,0.651
1753,Don Toliver,69,13QU8HBEBaSTZGq1HzQe9S,Euphoria (feat. Travis Scott & Kaash Paige),spotify:artist:4Gso3d4CscCijv0lmajZWs,0.52,0.584,216004,0.306,0.0,9,0.12,-8.401,0,0.0271,70.022,4,0.096
1754,KAUTSAR,8,4wjDgRQJ16TKeVmtyQ3WHI,Cinta,spotify:artist:7mDabBm089f9ZrUtpy90d5,0.0233,0.559,223145,0.706,0.29,10,0.705,-5.871,1,0.0376,128.025,4,0.145
1755,Stray Kids,75,0RzT9tBLcQhofW2TNiHP9B,God’s Menu,spotify:artist:2dIgFjalVxs4ThymZ67YCE,0.00776,0.689,167922,0.771,0.0,5,0.521,-3.618,1,0.0548,157.052,4,0.482
1756,Eduard Strauss,23,32EjgYEk9LthS57nGWmOt5,"Eisblume, Polka mazur, Op. 55",spotify:artist:5FRqFzmeoc0L2u7wWEaagD,0.952,0.317,282493,0.039,0.916,0,0.225,-19.906,0,0.0385,93.733,3,0.177
1757,The Weeknd,70,4BGZF4oLbTL0pWm7C18pbv,Scared To Live,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.131,0.504,191307,0.498,0.0,0,0.0929,-8.24,1,0.0499,87.221,4,0.196
1758,Josef Strauss,22,2AEHkWSJzhEZcJLi5w8SHw,"Dynamiden, Walzer, Op. 173",spotify:artist:0qU8UdzIf1I2ZxyI5OHdut,0.952,0.232,622147,0.0986,0.847,6,0.0645,-19.897,0,0.0376,88.988,4,0.0567
1759,Taylor Swift,69,6MWoRt97mnSTXZhu3ggi9C,hoax,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.966,0.662,220043,0.181,3.86e-06,8,0.133,-15.065,1,0.0415,118.819,4,0.429
1760,Ludwig van Beethoven,23,5MCLYMvxPhz4kfzHXClORt,"12 Contretänze, WoO 14",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,0.923,0.437,262640,0.143,0.329,7,0.431,-21.393,1,0.0461,129.775,4,0.35
1761,YN Jay,66,6DaqBwun59rgzYEQROTbRv,Triple S,spotify:artist:3gIWD9hK0VEhgsSrLu19PU,0.0155,0.825,141845,0.453,4.22e-06,2,0.108,-9.869,1,0.281,97.49,4,0.148
1762,Josef Strauss,22,3zfSXOGt90EXp4sudSvyqu,"Im Fluge, Polka schnell, Op. 230",spotify:artist:0qU8UdzIf1I2ZxyI5OHdut,0.917,0.57,104693,0.462,0.907,2,0.291,-16.246,1,0.0349,91.663,4,0.772
1763,Oliver Tree,68,0jk6J6B9ivegJc7dTg10Mp,Let Me Down,spotify:artist:6TLwD7HPWuiOzvXEa3oCNe,0.0114,0.457,111210,0.648,1.69e-05,7,0.212,-5.762,1,0.0552,160.021,4,0.736
1764,Natalie Gioia,12,0G3LqvHEwxOcia0VhjMy0t,Frozen - Mixed,spotify:artist:7Im3RJDHc4svDzWNlSvoAO,0.0111,0.409,195856,0.977,0.347,7,0.384,-5.937,0,0.133,138.406,4,0.0368
1765,Lil Peep,71,5OXPfNGyUDTMOSaGhbAvOr,lil jeep,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,0.0206,0.744,203027,0.357,1.69e-05,10,0.132,-6.544,0,0.0971,78.03,4,0.114
1766,Frank Waanders,12,3lPrRU4o4c6CMeEQ0FTUAU,Vortex - Mixed,spotify:artist:00eZQLSi5N5mpBuvojLa7P,0.00021,0.476,222448,0.994,0.941,7,0.167,-6.173,0,0.248,138.245,4,0.0403
1767,Agust D,75,0H4ugk6rhnXmTl47ayy9O5,Daechwita,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,0.0229,0.65,225668,0.827,0.0,8,0.121,-4.014,1,0.0599,144.995,4,0.223
1768,Ray Reverse,12,3zaGtbcpkW06vHFyaqUXYZ,Libra Rising - Mixed,spotify:artist:5GQwyzOr0W81TA2Ahcc2wz,0.000752,0.364,318373,0.992,0.935,7,0.0922,-7.496,1,0.0916,138.752,4,0.0418
1769,BTS,74,4vTgx6h4seHvkuFh84JXYP,My Time,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,0.151,0.674,234458,0.64,0.0,0,0.0925,-5.139,0,0.0339,99.908,4,0.664
1770,Big Sean,14,4W19uO7fZSgq1tEK77TzaB,Dance (A$$),spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.02,0.765,197760,0.695,0.0437,2,0.13,-6.57,1,0.342,159.865,4,0.7
1771,Flo Milli,67,7qdFz1dTJqgdVe6NA4F4DP,Beef FloMix,spotify:artist:08PvCOlef4xdOr20jFSTPd,0.216,0.879,147692,0.733,0.0,11,0.274,-3.953,0,0.142,117.039,4,0.913
1772,Mads & Co.,5,2ESJ7peTXHWmrsDPYVe5F2,Back To Me,spotify:artist:1Zr86U3TuL6n1VkmENnPCm,0.871,0.363,230000,0.139,0.00306,2,0.11,-18.395,1,0.0333,70.257,5,0.211
1773,Kid Cudi,67,4IIuCotvqijraSdnVLaFnM,Beautiful Trip,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.972,0.331,37013,0.513,0.953,11,0.882,-15.392,0,0.632,133.971,4,0.42
1774,Maria Healy,12,4zoVtAik7u5IBtQqwjz3Pr,Mimosa - Mixed,spotify:artist:2BFFr1SrdrJwXm1Y1Wr4F3,0.00238,0.473,263077,0.979,0.883,9,0.359,-6.843,0,0.0674,138.796,4,0.202
1775,Lincoln,67,3JPnVN4wYlmQnuD7OgDx88,Saint Bernard,spotify:artist:6RcxmUOBnyAQr2rRsNfQI5,0.825,0.695,103343,0.232,0.0,1,0.59,-11.01,1,0.0972,100.488,4,0.451
1776,Brent Rix,10,481Y7ByPt5rO6cgWVbBBeq,Nebular - Mixed,spotify:artist:3MZJAfEcVJ41kQSxAfQRqo,0.000798,0.404,276555,0.996,0.922,9,0.0689,-5.494,0,0.0813,138.884,4,0.0372
1777,Metta & Glyde,11,0TKJKK0biSfYeA1q8OueRz,Break The Chain - Mixed,spotify:artist:3EwTsHqJhfcUgV3zv2yHxQ,8.03e-05,0.378,302368,0.996,0.918,6,0.237,-6.044,1,0.0898,139.717,4,0.125
1778,Playboi Carti,67,2iqHcRoOfLl1fXCf1bGO0J,King Vamp,spotify:artist:699OTQXzgjhIYAHMy9RyPD,0.0117,0.691,186776,0.756,0.0,8,0.257,-5.638,0,0.352,144.188,4,0.396
1779,South Of The Stars,12,6FsVEsU6wux644FWm5nIMU,Summer Sincerity - Mixed,spotify:artist:4IlPf8FbbcZ3ukB1HYlIs6,0.0111,0.44,262619,0.992,0.969,7,0.165,-5.641,1,0.0532,138.898,4,0.092
1780,Kota the Friend,67,6tqIes4TjudsjfIpK4P2Jh,Long Beach,spotify:artist:2AfU5LYBVCiCtuCCfM7uVX,0.0685,0.809,252779,0.613,0.0,2,0.107,-8.402,1,0.175,104.991,4,0.562
1781,Mads & Co.,4,0CmuL0ImPPQj8q9b1HHMeD,HoneyBee,spotify:artist:1Zr86U3TuL6n1VkmENnPCm,0.989,0.573,168000,0.0564,0.0017,0,0.115,-20.473,1,0.0362,105.616,4,0.235
1782,Anson Seabra,70,6hjh2phISvfR1Ib6S0FK7b,Trying My Best,spotify:artist:2jHp7gQArCQrlMvdrIVFCg,0.951,0.691,222468,0.0682,0.0,5,0.0916,-18.186,1,0.0645,76.94,4,0.352
